"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
11,63.7,63.7,36.3,"Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","Mit 63,7 Prozent Ja hat sich Ottenbach für das Covid-19-Gesetz ausgesprochen. Damit hat in Ottenbach die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 60,5 Prozent.","Ottenbach dit oui à 63,7 pour cent à la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Ottenbach. Lors des votations du 13 juin, il était de 60,5 pour cent.","Sì alla legge COVID-19 nel comune di Ottenbach: i cittadini hanno approvato il testo con il 63,7 percento dei voti. A Ottenbach l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 60,5 percento dei voti – alla legge COVID-19."
12,57.8,57.8,42.2,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","Mit 57,8 Prozent Ja hat sich Rifferswil für das Covid-19-Gesetz ausgesprochen. Damit hat in Rifferswil die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 54 Prozent.","Rifferswil dit oui à 57,8 pour cent à la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Rifferswil. Lors des votations du 13 juin, il était de 54 pour cent.","Sì alla legge COVID-19 nel comune di Rifferswil: i cittadini hanno approvato il testo con il 57,8 percento dei voti. A Rifferswil l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 54 percento dei voti – alla legge COVID-19."
13,68.7,68.7,31.3,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","68,7 Prozent der Stimmbürgerinnen und Stimmbürger von Stallikon haben für das Covid-19-Gesetz gestimmt. Damit hat in Stallikon die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 66,1 Prozent.","A Stallikon, les habitants disent oui à  68,7 pour cent à la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Stallikon. Lors des votations du 13 juin, il était de 66,1 pour cent.","Nel comune di Stallikon la legge COVID-19 è stata approvata con il 68,7 percento dei voti. A Stallikon l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 66,1 percento dei voti – alla legge COVID-19."
14,73.4,73.4,26.6,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Wettswil am Albis hat mit 73,4 Prozent Ja gesagt zum Covid-19-Gesetz. Damit hat in Wettswil am Albis die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 68,5 Prozent.","La population de Wettswil am Albis approuve à 73,4 pour cent la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Wettswil am Albis. Lors des votations du 13 juin, il était de 68,5 pour cent.","Nel comune di Wettswil am Albis la legge COVID-19 è stata accettata con il 73,4 percento dei voti. A Wettswil am Albis l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 68,5 percento dei voti – alla legge COVID-19."
21,50,0,0,"Adlikon ZH","Adlikon (ZH)","Adlikon ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
22,54.7,54.7,45.3,"Benken ZH","Benken (ZH)","Benken ZH","Benken ZH hat dem Covid-19-Gesetz zugestimmt und zwar mit 239 Ja zu 198 Nein. Das entspricht einem Ja-Stimmen-Anteil von 54,7 Prozent. Damit hat in Benken ZH seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 50,3 Prozent ein Nein in die Urne gelegt.","La loi Covid-19 passe la rampe avec 54,7 pour cent de oui à Benken (ZH). Avec ce résultat, Benken (ZH) bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 50,3 pour cent des voix le 13 juin dernier.","Da Benken ZH è arrivato un ""sì"" alle urne per la legge COVID-19. I cittadini hanno accolto il testo con il 54,7 percento dei voti. Benken ZH ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
23,60.2,60.2,39.8,"Berg am Irchel ZH","Berg am Irchel (ZH)","Berg am Irchel ZH","60,2 Prozent der Stimmbürgerinnen und Stimmbürger von Berg am Irchel haben Ja gesagt zum Covid-19-Gesetz. Damit hat in Berg am Irchel seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 52,3 Prozent ein Nein in die Urne gelegt.","Les habitants de Berg am Irchel acceptent avec 60,2 pour cent de oui la modification de la loi Covid-19. Avec ce résultat, Berg am Irchel bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 52,3 pour cent des voix le 13 juin dernier.","Con il 60,2 percento di ""sì"", i cittadini del comune di Berg am Irchel hanno accolto la legge COVID-19. Berg am Irchel ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
24,64.3,64.3,35.7,"Buch am Irchel ZH","Buch am Irchel (ZH)","Buch am Irchel ZH","Ja zum Covid-19-Gesetz: Buch am Irchel hat die Vorlage mit 64,3 Prozent der Stimmen angenommen. Damit hat in Buch am Irchel die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 60,6 Prozent.","Les habitants de Buch am Irchel soutiennent à 64,3 pour cent la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Buch am Irchel. Lors des votations du 13 juin, il était de 60,6 pour cent.","A Buch am Irchel i cittadini hanno accolto, con il 64,3 percento dei voti, la legge COVID-19. A Buch am Irchel l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 60,6 percento dei voti – alla legge COVID-19."
25,50,0,0,"Dachsen ZH","Dachsen (ZH)","Dachsen ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
26,50,0,0,"Dorf ZH","Dorf (ZH)","Dorf ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
27,50,0,0,"Feuerthalen ZH","Feuerthalen (ZH)","Feuerthalen ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
28,60.4,60.4,39.6,"Flaach ZH","Flaach (ZH)","Flaach ZH","Flaach hat mit 60,4 Prozent Ja gesagt zum Covid-19-Gesetz. Damit hat in Flaach die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 50,5 Prozent.","La population de Flaach approuve à 60,4 pour cent la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Flaach. Lors des votations du 13 juin, il était de 50,5 pour cent.","Nel comune di Flaach la legge COVID-19 è stata accettata con il 60,4 percento dei voti. A Flaach l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 50,5 percento dei voti – alla legge COVID-19."
29,71.5,71.5,28.5,"Flurlingen ZH","Flurlingen (ZH)","Flurlingen ZH","71,5 Prozent der Stimmbürgerinnen und Stimmbürger von Flurlingen haben Ja gesagt zum Covid-19-Gesetz. Damit hat in Flurlingen die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 67,5 Prozent.","Les habitants de Flurlingen acceptent avec 71,5 pour cent de oui la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Flurlingen. Lors des votations du 13 juin, il était de 67,5 pour cent.","Con il 71,5 percento di ""sì"", i cittadini del comune di Flurlingen hanno accolto la legge COVID-19. A Flurlingen l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 67,5 percento dei voti – alla legge COVID-19."
30,50,0,0,"Andelfingen ZH","Andelfingen (ZH)","Andelfingen ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
31,65.4,65.4,34.6,"Henggart ZH","Henggart (ZH)","Henggart ZH","65,4 Prozent der Stimmbürgerinnen und Stimmbürger von Henggart haben Ja gesagt zum Covid-19-Gesetz. Damit hat in Henggart die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 59,3 Prozent.","Les habitants de Henggart acceptent avec 65,4 pour cent de oui la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Henggart. Lors des votations du 13 juin, il était de 59,3 pour cent.","Con il 65,4 percento di ""sì"", i cittadini del comune di Henggart hanno accolto la legge COVID-19. A Henggart l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 59,3 percento dei voti – alla legge COVID-19."
32,58.6,58.6,41.4,"Humlikon ZH","Humlikon (ZH)","Humlikon ZH","Ja zum Covid-19-Gesetz: Humlikon hat die Vorlage mit 58,6 Prozent der Stimmen angenommen. Damit hat in Humlikon seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 51,6 Prozent ein Nein in die Urne gelegt.","Les habitants de Humlikon soutiennent à 58,6 pour cent la modification de la loi Covid-19. Avec ce résultat, Humlikon bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 51,6 pour cent des voix le 13 juin dernier.","A Humlikon i cittadini hanno accolto, con il 58,6 percento dei voti, la legge COVID-19. Humlikon ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
33,50,0,0,"Kleinandelfingen ZH","Kleinandelfingen (ZH)","Kleinandelfingen ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
34,60.9,60.9,39.1,"Laufen-Uhwiesen ZH","Laufen-Uhwiesen (ZH)","Laufen-Uhwiesen ZH","60,9 Prozent der Stimmbürgerinnen und Stimmbürger von Laufen-Uhwiesen haben Ja gesagt zum Covid-19-Gesetz. Damit hat in Laufen-Uhwiesen die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 56,8 Prozent.","Les habitants de Laufen-Uhwiesen acceptent avec 60,9 pour cent de oui la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Laufen-Uhwiesen. Lors des votations du 13 juin, il était de 56,8 pour cent.","Con il 60,9 percento di ""sì"", i cittadini del comune di Laufen-Uhwiesen hanno accolto la legge COVID-19. A Laufen-Uhwiesen l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 56,8 percento dei voti – alla legge COVID-19."
35,50,0,0,"Marthalen ZH","Marthalen (ZH)","Marthalen ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
37,62.7,62.7,37.3,"Ossingen ZH","Ossingen (ZH)","Ossingen ZH","Ossingen hat dem Covid-19-Gesetz zugestimmt und zwar mit 539 Ja zu 320 Nein. Das entspricht einem Ja-Stimmen-Anteil von 62,7 Prozent. Damit hat in Ossingen die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 57,1 Prozent.","La loi Covid-19 passe la rampe avec 62,7 pour cent de oui à Ossingen. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Ossingen. Lors des votations du 13 juin, il était de 57,1 pour cent.","Da Ossingen è arrivato un ""sì"" alle urne per la legge COVID-19. I cittadini hanno accolto il testo con il 62,7 percento dei voti. A Ossingen l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 57,1 percento dei voti – alla legge COVID-19."
38,50,0,0,"Rheinau ZH","Rheinau (ZH)","Rheinau ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
39,52,52,48,"Thalheim an der Thur ZH","Thalheim an der Thur (ZH)","Thalheim an der Thur ZH","Thalheim an der Thur hat mit 52 Prozent Ja gesagt zum Covid-19-Gesetz. Damit hat in Thalheim an der Thur seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 53,6 Prozent ein Nein in die Urne gelegt.","La population de Thalheim an der Thur approuve à 52 pour cent la loi Covid-19. Avec ce résultat, Thalheim an der Thur bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 53,6 pour cent des voix le 13 juin dernier.","Nel comune di Thalheim an der Thur la legge COVID-19 è stata accettata con il 52 percento dei voti. Thalheim an der Thur ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
40,51.9,51.9,48.1,"Trüllikon ZH","Trüllikon (ZH)","Trüllikon ZH","Ja zum Covid-19-Gesetz: Trüllikon hat die Vorlage mit 51,9 Prozent der Stimmen angenommen. Damit hat in Trüllikon seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 54,5 Prozent ein Nein in die Urne gelegt.","Les habitants de Trüllikon soutiennent à 51,9 pour cent la modification de la loi Covid-19. Avec ce résultat, Trüllikon bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 54,5 pour cent des voix le 13 juin dernier.","A Trüllikon i cittadini hanno accolto, con il 51,9 percento dei voti, la legge COVID-19. Trüllikon ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
41,55,55,45,"Truttikon ZH","Truttikon (ZH)","Truttikon ZH","55 Prozent der Stimmbürgerinnen und Stimmbürger von Truttikon haben für das Covid-19-Gesetz gestimmt. Damit hat in Truttikon die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 50,2 Prozent.","A Truttikon, les habitants disent oui à  55 pour cent à la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Truttikon. Lors des votations du 13 juin, il était de 50,2 pour cent.","Nel comune di Truttikon la legge COVID-19 è stata approvata con il 55 percento dei voti. A Truttikon l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 50,2 percento dei voti – alla legge COVID-19."
43,52.3,52.3,47.7,"Volken ZH","Volken (ZH)","Volken ZH","Das Covid-19-Gesetz ist in Volken mit 104 Ja zu 95 Nein angenommen worden. Das entspricht 52,3 Prozent der Stimmen. Damit hat in Volken seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 57,6 Prozent ein Nein in die Urne gelegt.","La loi Covid-19 est approuvée à Volken par 52,3 pour cent des votants. Avec ce résultat, Volken bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 57,6 pour cent des voix le 13 juin dernier.","I cittadini di Volken si sono espressi a favore della legge COVID-19. Il testo è stato approvato con il 52,3 percento dei voti. Volken ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
51,63.5,63.5,36.5,"Bachenbülach ZH","Bachenbülach (ZH)","Bachenbülach ZH","Ja zum Covid-19-Gesetz: Bachenbülach hat die Vorlage mit 63,5 Prozent der Stimmen angenommen. Damit hat in Bachenbülach die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 61,1 Prozent.","Les habitants de Bachenbülach soutiennent à 63,5 pour cent la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Bachenbülach. Lors des votations du 13 juin, il était de 61,1 pour cent.","A Bachenbülach i cittadini hanno accolto, con il 63,5 percento dei voti, la legge COVID-19. A Bachenbülach l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 61,1 percento dei voti – alla legge COVID-19."
52,50,0,0,"Bassersdorf ZH","Bassersdorf (ZH)","Bassersdorf ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
53,50,0,0,"Bülach ZH","Bülach (ZH)","Bülach ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
54,66.8,66.8,33.2,"Dietlikon ZH","Dietlikon (ZH)","Dietlikon ZH","Ja zum Covid-19-Gesetz: Dietlikon hat die Vorlage mit 66,8 Prozent der Stimmen angenommen. Damit hat in Dietlikon die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 64,8 Prozent.","Les habitants de Dietlikon soutiennent à 66,8 pour cent la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Dietlikon. Lors des votations du 13 juin, il était de 64,8 pour cent.","A Dietlikon i cittadini hanno accolto, con il 66,8 percento dei voti, la legge COVID-19. A Dietlikon l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 64,8 percento dei voti – alla legge COVID-19."
